League,GameId,MatchId,WinTeam,LossTeam,BestOf,SeriesScore,Gamelength,Team1Gold,Team2Gold,Team1Kills,Team2Kills
LCK,LCK/2025 Season/Rounds 1-2_Week 7_8_3,LCK/2025 Season/Rounds 1-2_Week 7_8,KT Rolster,OKSavingsBank BRION,3.0,2-1,35:12,69848,62265,18,13
LCK,LCK/2025 Season/Rounds 1-2_Week 7_9_1,LCK/2025 Season/Rounds 1-2_Week 7_9,Hanwha Life Esports,DN Freecs,3.0,2-0,33:05,64790,58320,17,6
LCK,LCK/2025 Season/Rounds 1-2_Week 7_9_2,LCK/2025 Season/Rounds 1-2_Week 7_9,Hanwha Life Esports,DN Freecs,3.0,2-0,33:08,56490,68779,8,17
LCK,LCK/2025 Season/Rounds 1-2_Week 8_1_1,LCK/2025 Season/Rounds 1-2_Week 8_1,Gen.G,Hanwha Life Esports,3.0,2-1,27:15,57772,45791,24,8
LCK,LCK/2025 Season/Rounds 1-2_Week 8_1_2,LCK/2025 Season/Rounds 1-2_Week 8_1,Hanwha Life Esports,Gen.G,3.0,2-1,47:39,92332,84354,22,15
LCK,LCK/2025 Season/Rounds 1-2_Week 8_1_3,LCK/2025 Season/Rounds 1-2_Week 8_1,Gen.G,Hanwha Life Esports,3.0,2-1,29:37,62953,49082,24,9
LCK,LCK/2025 Season/Rounds 1-2_Week 8_10_1,LCK/2025 Season/Rounds 1-2_Week 8_10,BNK FEARX,KT Rolster,3.0,1-2,29:33,58688,45905,17,3
LCK,LCK/2025 Season/Rounds 1-2_Week 8_10_2,LCK/2025 Season/Rounds 1-2_Week 8_10,KT Rolster,BNK FEARX,3.0,1-2,35:54,70712,63789,21,18
LCK,LCK/2025 Season/Rounds 1-2_Week 8_10_3,LCK/2025 Season/Rounds 1-2_Week 8_10,KT Rolster,BNK FEARX,3.0,1-2,27:10,43938,53557,8,21
LCK,LCK/2025 Season/Rounds 1-2_Week 8_2_1,LCK/2025 Season/Rounds 1-2_Week 8_2,DRX,DN Freecs,3.0,0-2,33:55,56703,67402,5,14
LCK,LCK/2025 Season/Rounds 1-2_Week 8_2_2,LCK/2025 Season/Rounds 1-2_Week 8_2,DRX,DN Freecs,3.0,0-2,36:08,67147,65299,12,14
LCK,LCK/2025 Season/Rounds 1-2_Week 8_3_1,LCK/2025 Season/Rounds 1-2_Week 8_3,OKSavingsBank BRION,Dplus Kia,3.0,2-0,28:52,57894,46127,19,5
LCK,LCK/2025 Season/Rounds 1-2_Week 8_3_2,LCK/2025 Season/Rounds 1-2_Week 8_3,OKSavingsBank BRION,Dplus Kia,3.0,2-0,29:20,48328,59250,5,18
LCK,LCK/2025 Season/Rounds 1-2_Week 8_4_1,LCK/2025 Season/Rounds 1-2_Week 8_4,T1,BNK FEARX,3.0,2-0,28:18,58114,47088,21,11
LCK,LCK/2025 Season/Rounds 1-2_Week 8_4_2,LCK/2025 Season/Rounds 1-2_Week 8_4,T1,BNK FEARX,3.0,2-0,33:47,56158,69307,6,18
LCK,LCK/2025 Season/Rounds 1-2_Week 8_5_1,LCK/2025 Season/Rounds 1-2_Week 8_5,Gen.G,DRX,3.0,2-0,26:18,56729,42078,22,7
LCK,LCK/2025 Season/Rounds 1-2_Week 8_5_2,LCK/2025 Season/Rounds 1-2_Week 8_5,Gen.G,DRX,3.0,2-0,37:18,63405,72734,13,19
LCK,LCK/2025 Season/Rounds 1-2_Week 8_6_1,LCK/2025 Season/Rounds 1-2_Week 8_6,KT Rolster,Nongshim RedForce,3.0,1-2,35:11,60277,66987,9,20
LCK,LCK/2025 Season/Rounds 1-2_Week 8_6_2,LCK/2025 Season/Rounds 1-2_Week 8_6,Nongshim RedForce,KT Rolster,3.0,1-2,27:38,55528,43105,16,8
LCK,LCK/2025 Season/Rounds 1-2_Week 8_6_3,LCK/2025 Season/Rounds 1-2_Week 8_6,KT Rolster,Nongshim RedForce,3.0,1-2,30:30,62291,49014,13,3
LCK,LCK/2025 Season/Rounds 1-2_Week 8_7_1,LCK/2025 Season/Rounds 1-2_Week 8_7,Dplus Kia,Hanwha Life Esports,3.0,1-2,30:04,50130,60637,7,22
LCK,LCK/2025 Season/Rounds 1-2_Week 8_7_2,LCK/2025 Season/Rounds 1-2_Week 8_7,Hanwha Life Esports,Dplus Kia,3.0,1-2,29:36,59674,49106,23,9
LCK,LCK/2025 Season/Rounds 1-2_Week 8_7_3,LCK/2025 Season/Rounds 1-2_Week 8_7,Dplus Kia,Hanwha Life Esports,3.0,1-2,33:59,58475,66282,9,13
LCK,LCK/2025 Season/Rounds 1-2_Week 8_8_1,LCK/2025 Season/Rounds 1-2_Week 8_8,T1,DN Freecs,3.0,0-2,27:20,46669,57441,6,19
LCK,LCK/2025 Season/Rounds 1-2_Week 8_8_2,LCK/2025 Season/Rounds 1-2_Week 8_8,T1,DN Freecs,3.0,0-2,44:49,83681,86661,21,17
LCK,LCK/2025 Season/Rounds 1-2_Week 8_9_1,LCK/2025 Season/Rounds 1-2_Week 8_9,OKSavingsBank BRION,Nongshim RedForce,3.0,1-2,33:14,68933,54909,24,3
LCK,LCK/2025 Season/Rounds 1-2_Week 8_9_2,LCK/2025 Season/Rounds 1-2_Week 8_9,Nongshim RedForce,OKSavingsBank BRION,3.0,1-2,26:36,53814,44306,18,6
LCK,LCK/2025 Season/Rounds 1-2_Week 8_9_3,LCK/2025 Season/Rounds 1-2_Week 8_9,Nongshim RedForce,OKSavingsBank BRION,3.0,1-2,35:51,66042,73825,16,18
LCK,LCK/2025 Season/Rounds 1-2_Week 9_1_1,LCK/2025 Season/Rounds 1-2_Week 9_1,BNK FEARX,DN Freecs,3.0,2-1,35:01,70985,60729,21,9
LCK,LCK/2025 Season/Rounds 1-2_Week 9_1_2,LCK/2025 Season/Rounds 1-2_Week 9_1,DN Freecs,BNK FEARX,3.0,2-1,28:39,59922,49100,20,7
LCK,LCK/2025 Season/Rounds 1-2_Week 9_1_3,LCK/2025 Season/Rounds 1-2_Week 9_1,BNK FEARX,DN Freecs,3.0,2-1,30:26,63547,55312,25,13
LCK,LCK/2025 Season/Rounds 1-2_Week 9_10_1,LCK/2025 Season/Rounds 1-2_Week 9_10,Dplus Kia,Nongshim RedForce,3.0,2-1,29:06,56323,49854,23,13
LCK,LCK/2025 Season/Rounds 1-2_Week 9_10_2,LCK/2025 Season/Rounds 1-2_Week 9_10,Nongshim RedForce,Dplus Kia,3.0,2-1,27:11,53628,46626,13,10
LCK,LCK/2025 Season/Rounds 1-2_Week 9_10_3,LCK/2025 Season/Rounds 1-2_Week 9_10,Dplus Kia,Nongshim RedForce,3.0,2-1,27:58,59533,48288,25,8
LCK,LCK/2025 Season/Rounds 1-2_Week 9_2_1,LCK/2025 Season/Rounds 1-2_Week 9_2,Hanwha Life Esports,T1,3.0,0-2,33:37,60333,66495,6,18
LCK,LCK/2025 Season/Rounds 1-2_Week 9_2_2,LCK/2025 Season/Rounds 1-2_Week 9_2,Hanwha Life Esports,T1,3.0,0-2,34:30,56451,68678,5,17
LCK,LCK/2025 Season/Rounds 1-2_Week 9_3_1,LCK/2025 Season/Rounds 1-2_Week 9_3,DRX,OKSavingsBank BRION,3.0,2-1,34:55,73131,61643,19,10
LCK,LCK/2025 Season/Rounds 1-2_Week 9_3_2,LCK/2025 Season/Rounds 1-2_Week 9_3,OKSavingsBank BRION,DRX,3.0,2-1,44:46,86062,81287,25,18
LCK,LCK/2025 Season/Rounds 1-2_Week 9_3_3,LCK/2025 Season/Rounds 1-2_Week 9_3,DRX,OKSavingsBank BRION,3.0,2-1,34:00,68751,60775,17,10
LCK,LCK/2025 Season/Rounds 1-2_Week 9_4_1,LCK/2025 Season/Rounds 1-2_Week 9_4,Gen.G,KT Rolster,3.0,1-2,25:13,38628,51741,2,20
LCK,LCK/2025 Season/Rounds 1-2_Week 9_4_2,LCK/2025 Season/Rounds 1-2_Week 9_4,KT Rolster,Gen.G,3.0,1-2,29:36,59351,53450,21,11
LCK,LCK/2025 Season/Rounds 1-2_Week 9_4_3,LCK/2025 Season/Rounds 1-2_Week 9_4,Gen.G,KT Rolster,3.0,1-2,39:01,74675,67248,10,11
LCK,LCK/2025 Season/Rounds 1-2_Week 9_5_1,LCK/2025 Season/Rounds 1-2_Week 9_5,Nongshim RedForce,T1,3.0,2-0,28:54,60509,47701,22,9
LCK,LCK/2025 Season/Rounds 1-2_Week 9_5_2,LCK/2025 Season/Rounds 1-2_Week 9_5,Nongshim RedForce,T1,3.0,2-0,34:44,61763,68830,15,23
LCK,LCK/2025 Season/Rounds 1-2_Week 9_6_1,LCK/2025 Season/Rounds 1-2_Week 9_6,Dplus Kia,DN Freecs,3.0,2-1,43:07,80832,74562,17,10
LCK,LCK/2025 Season/Rounds 1-2_Week 9_6_2,LCK/2025 Season/Rounds 1-2_Week 9_6,DN Freecs,Dplus Kia,3.0,2-1,33:24,68471,57441,21,9
LCK,LCK/2025 Season/Rounds 1-2_Week 9_6_3,LCK/2025 Season/Rounds 1-2_Week 9_6,Dplus Kia,DN Freecs,3.0,2-1,28:29,59020,46161,19,5
LCK,LCK/2025 Season/Rounds 1-2_Week 9_7_1,LCK/2025 Season/Rounds 1-2_Week 9_7,KT Rolster,DRX,3.0,2-0,30:57,66806,53577,22,9
LCK,LCK/2025 Season/Rounds 1-2_Week 9_7_2,LCK/2025 Season/Rounds 1-2_Week 9_7,KT Rolster,DRX,3.0,2-0,32:03,52822,62095,4,16
LCK,LCK/2025 Season/Rounds 1-2_Week 9_8_1,LCK/2025 Season/Rounds 1-2_Week 9_8,Gen.G,OKSavingsBank BRION,3.0,0-2,34:25,58210,67666,10,12
LCK,LCK/2025 Season/Rounds 1-2_Week 9_8_2,LCK/2025 Season/Rounds 1-2_Week 9_8,Gen.G,OKSavingsBank BRION,3.0,0-2,26:17,43589,56456,8,19
LCK,LCK/2025 Season/Rounds 1-2_Week 9_9_1,LCK/2025 Season/Rounds 1-2_Week 9_9,Hanwha Life Esports,BNK FEARX,3.0,2-0,26:59,53045,45302,19,13
LCK,LCK/2025 Season/Rounds 1-2_Week 9_9_2,LCK/2025 Season/Rounds 1-2_Week 9_9,Hanwha Life Esports,BNK FEARX,3.0,2-0,27:02,42328,58071,8,28
LCK,LCK/2025 Season/Rounds 3-5_Week 10_1_1,LCK/2025 Season/Rounds 3-5_Week 10_1,Dplus KIA,OKSavingsBank BRION,3.0,1-2,34:27,67616,58104,11,7
LCK,LCK/2025 Season/Rounds 3-5_Week 10_1_2,LCK/2025 Season/Rounds 3-5_Week 10_1,OKSavingsBank BRION,Dplus KIA,3.0,1-2,32:51,62290,56010,19,9
LCK,LCK/2025 Season/Rounds 3-5_Week 10_1_3,LCK/2025 Season/Rounds 3-5_Week 10_1,OKSavingsBank BRION,Dplus KIA,3.0,1-2,27:35,45981,58141,5,22
LCK,LCK/2025 Season/Rounds 3-5_Week 10_10_1,LCK/2025 Season/Rounds 3-5_Week 10_10,T1,Nongshim RedForce,3.0,2-0,30:34,58422,54794,14,9
LCK,LCK/2025 Season/Rounds 3-5_Week 10_10_2,LCK/2025 Season/Rounds 3-5_Week 10_10,T1,Nongshim RedForce,3.0,2-0,28:48,47777,57577,9,19
LCK,LCK/2025 Season/Rounds 3-5_Week 10_2_1,LCK/2025 Season/Rounds 3-5_Week 10_2,Gen.G,Hanwha Life Esports,3.0,2-0,28:36,59696,47688,19,7
LCK,LCK/2025 Season/Rounds 3-5_Week 10_2_2,LCK/2025 Season/Rounds 3-5_Week 10_2,Gen.G,Hanwha Life Esports,3.0,2-0,43:07,77292,82935,17,24
LCK,LCK/2025 Season/Rounds 3-5_Week 10_3_1,LCK/2025 Season/Rounds 3-5_Week 10_3,BNK FEARX,DN Freecs,3.0,0-2,29:58,49739,55663,7,11
LCK,LCK/2025 Season/Rounds 3-5_Week 10_3_2,LCK/2025 Season/Rounds 3-5_Week 10_3,BNK FEARX,DN Freecs,3.0,0-2,28:40,50893,56526,13,16
LCK,LCK/2025 Season/Rounds 3-5_Week 10_4_1,LCK/2025 Season/Rounds 3-5_Week 10_4,KT Rolster,Nongshim RedForce,3.0,2-0,41:24,84152,74224,28,15
LCK,LCK/2025 Season/Rounds 3-5_Week 10_4_2,LCK/2025 Season/Rounds 3-5_Week 10_4,KT Rolster,Nongshim RedForce,3.0,2-0,27:03,46789,53634,10,21
LCK,LCK/2025 Season/Rounds 3-5_Week 10_5_1,LCK/2025 Season/Rounds 3-5_Week 10_5,Gen.G,T1,3.0,2-1,30:09,52850,65137,11,27
LCK,LCK/2025 Season/Rounds 3-5_Week 10_5_2,LCK/2025 Season/Rounds 3-5_Week 10_5,T1,Gen.G,3.0,2-1,30:35,62603,54828,19,10
LCK,LCK/2025 Season/Rounds 3-5_Week 10_5_3,LCK/2025 Season/Rounds 3-5_Week 10_5,T1,Gen.G,3.0,2-1,27:29,46417,57528,5,21
LCK,LCK/2025 Season/Rounds 3-5_Week 10_6_1,LCK/2025 Season/Rounds 3-5_Week 10_6,DRX,OKSavingsBank BRION,3.0,2-1,31:35,53504,60746,7,11
LCK,LCK/2025 Season/Rounds 3-5_Week 10_6_2,LCK/2025 Season/Rounds 3-5_Week 10_6,OKSavingsBank BRION,DRX,3.0,2-1,34:58,66590,60019,26,13
LCK,LCK/2025 Season/Rounds 3-5_Week 10_6_3,LCK/2025 Season/Rounds 3-5_Week 10_6,OKSavingsBank BRION,DRX,3.0,2-1,35:01,64096,69973,11,17
LCK,LCK/2025 Season/Rounds 3-5_Week 10_7_1,LCK/2025 Season/Rounds 3-5_Week 10_7,Dplus KIA,BNK FEARX,3.0,2-0,32:46,67514,54073,19,9
LCK,LCK/2025 Season/Rounds 3-5_Week 10_7_2,LCK/2025 Season/Rounds 3-5_Week 10_7,Dplus KIA,BNK FEARX,3.0,2-0,39:46,67207,76446,12,20
LCK,LCK/2025 Season/Rounds 3-5_Week 10_8_1,LCK/2025 Season/Rounds 3-5_Week 10_8,Hanwha Life Esports,KT Rolster,3.0,2-0,36:28,69377,59805,19,11
LCK,LCK/2025 Season/Rounds 3-5_Week 10_8_2,LCK/2025 Season/Rounds 3-5_Week 10_8,Hanwha Life Esports,KT Rolster,3.0,2-0,28:49,51181,61368,9,20
LCK,LCK/2025 Season/Rounds 3-5_Week 10_9_1,LCK/2025 Season/Rounds 3-5_Week 10_9,DRX,DN Freecs,3.0,1-2,39:39,67165,69936,15,17
LCK,LCK/2025 Season/Rounds 3-5_Week 10_9_2,LCK/2025 Season/Rounds 3-5_Week 10_9,DN Freecs,DRX,3.0,1-2,35:10,67405,59302,16,5
LCK,LCK/2025 Season/Rounds 3-5_Week 10_9_3,LCK/2025 Season/Rounds 3-5_Week 10_9,DRX,DN Freecs,3.0,1-2,35:48,69520,55548,16,5
LCK,LCK/2025 Season/Rounds 3-5_Week 11_1_1,LCK/2025 Season/Rounds 3-5_Week 11_1,DRX,Dplus KIA,3.0,1-2,49:53,98548,84650,19,6
LCK,LCK/2025 Season/Rounds 3-5_Week 11_1_2,LCK/2025 Season/Rounds 3-5_Week 11_1,Dplus KIA,DRX,3.0,1-2,35:44,68318,58608,13,6
LCK,LCK/2025 Season/Rounds 3-5_Week 11_1_3,LCK/2025 Season/Rounds 3-5_Week 11_1,Dplus KIA,DRX,3.0,1-2,44:59,76760,84081,19,23
LCK,LCK/2025 Season/Rounds 3-5_Week 11_10_1,LCK/2025 Season/Rounds 3-5_Week 11_10,Gen.G,Nongshim RedForce,3.0,0-2,29:13,49553,63036,9,23
LCK,LCK/2025 Season/Rounds 3-5_Week 11_10_2,LCK/2025 Season/Rounds 3-5_Week 11_10,Gen.G,Nongshim RedForce,3.0,0-2,27:39,48411,59598,6,21
LCK,LCK/2025 Season/Rounds 3-5_Week 11_2_1,LCK/2025 Season/Rounds 3-5_Week 11_2,T1,KT Rolster,3.0,0-2,26:29,42174,56527,7,25
LCK,LCK/2025 Season/Rounds 3-5_Week 11_2_2,LCK/2025 Season/Rounds 3-5_Week 11_2,T1,KT Rolster,3.0,0-2,27:37,46317,58661,9,20
LCK,LCK/2025 Season/Rounds 3-5_Week 11_3_1,LCK/2025 Season/Rounds 3-5_Week 11_3,BNK FEARX,OKSavingsBank BRION,3.0,2-0,40:39,78312,73742,20,16
LCK,LCK/2025 Season/Rounds 3-5_Week 11_3_2,LCK/2025 Season/Rounds 3-5_Week 11_3,BNK FEARX,OKSavingsBank BRION,3.0,2-0,30:35,52405,63701,16,27
LCK,LCK/2025 Season/Rounds 3-5_Week 11_4_1,LCK/2025 Season/Rounds 3-5_Week 11_4,Hanwha Life Esports,Nongshim RedForce,3.0,0-2,27:02,42472,59807,2,28
LCK,LCK/2025 Season/Rounds 3-5_Week 11_4_2,LCK/2025 Season/Rounds 3-5_Week 11_4,Hanwha Life Esports,Nongshim RedForce,3.0,0-2,29:35,51897,62102,14,25
LCK,LCK/2025 Season/Rounds 3-5_Week 11_5_1,LCK/2025 Season/Rounds 3-5_Week 11_5,Gen.G,KT Rolster,3.0,2-0,36:21,67869,65895,17,20
LCK,LCK/2025 Season/Rounds 3-5_Week 11_5_2,LCK/2025 Season/Rounds 3-5_Week 11_5,Gen.G,KT Rolster,3.0,2-0,34:32,57155,68733,10,20
LCK,LCK/2025 Season/Rounds 3-5_Week 11_6_1,LCK/2025 Season/Rounds 3-5_Week 11_6,Dplus KIA,DN Freecs,3.0,2-0,29:09,62970,46609,26,3
LCK,LCK/2025 Season/Rounds 3-5_Week 11_6_2,LCK/2025 Season/Rounds 3-5_Week 11_6,Dplus KIA,DN Freecs,3.0,2-0,36:42,63843,73045,12,21
LCK,LCK/2025 Season/Rounds 3-5_Week 11_7_1,LCK/2025 Season/Rounds 3-5_Week 11_7,T1,Hanwha Life Esports,3.0,2-0,30:09,63652,49696,18,3
LCK,LCK/2025 Season/Rounds 3-5_Week 11_7_2,LCK/2025 Season/Rounds 3-5_Week 11_7,T1,Hanwha Life Esports,3.0,2-0,38:46,72743,72039,18,22
LCK,LCK/2025 Season/Rounds 3-5_Week 11_8_1,LCK/2025 Season/Rounds 3-5_Week 11_8,BNK FEARX,DRX,3.0,1-2,33:00,61897,59060,24,20
LCK,LCK/2025 Season/Rounds 3-5_Week 11_8_2,LCK/2025 Season/Rounds 3-5_Week 11_8,DRX,BNK FEARX,3.0,1-2,34:57,69615,62232,28,21
LCK,LCK/2025 Season/Rounds 3-5_Week 11_8_3,LCK/2025 Season/Rounds 3-5_Week 11_8,DRX,BNK FEARX,3.0,1-2,28:03,47993,56337,9,17
LCK,LCK/2025 Season/Rounds 3-5_Week 11_9_1,LCK/2025 Season/Rounds 3-5_Week 11_9,OKSavingsBank BRION,DN Freecs,3.0,0-2,33:26,54653,65131,5,16
LCK,LCK/2025 Season/Rounds 3-5_Week 11_9_2,LCK/2025 Season/Rounds 3-5_Week 11_9,OKSavingsBank BRION,DN Freecs,3.0,0-2,43:04,76689,88831,17,28
LCK,LCK/2025 Season/Rounds 3-5_Week 12_1_1,LCK/2025 Season/Rounds 3-5_Week 12_1,Hanwha Life Esports,Nongshim RedForce,3.0,2-0,29:03,62144,49672,22,10
LCK,LCK/2025 Season/Rounds 3-5_Week 12_1_2,LCK/2025 Season/Rounds 3-5_Week 12_1,Hanwha Life Esports,Nongshim RedForce,3.0,2-0,38:14,70956,74071,17,18
LCK,LCK/2025 Season/Rounds 3-5_Week 12_10_1,LCK/2025 Season/Rounds 3-5_Week 12_10,Dplus KIA,DN Freecs,3.0,0-2,41:12,71978,80830,16,25
LCK,LCK/2025 Season/Rounds 3-5_Week 12_10_2,LCK/2025 Season/Rounds 3-5_Week 12_10,Dplus KIA,DN Freecs,3.0,0-2,31:48,51974,63233,11,18
LCK,LCK/2025 Season/Rounds 3-5_Week 12_2_1,LCK/2025 Season/Rounds 3-5_Week 12_2,BNK FEARX,OKSavingsBank BRION,3.0,0-2,31:57,51447,62621,8,15
LCK,LCK/2025 Season/Rounds 3-5_Week 12_2_2,LCK/2025 Season/Rounds 3-5_Week 12_2,BNK FEARX,OKSavingsBank BRION,3.0,0-2,40:34,72596,76798,15,21
LCK,LCK/2025 Season/Rounds 3-5_Week 12_3_1,LCK/2025 Season/Rounds 3-5_Week 12_3,DN Freecs,DRX,3.0,1-2,36:12,61919,72495,12,19
LCK,LCK/2025 Season/Rounds 3-5_Week 12_3_2,LCK/2025 Season/Rounds 3-5_Week 12_3,DRX,DN Freecs,3.0,1-2,34:29,68959,55110,21,5
LCK,LCK/2025 Season/Rounds 3-5_Week 12_3_3,LCK/2025 Season/Rounds 3-5_Week 12_3,DN Freecs,DRX,3.0,1-2,29:44,62862,45872,19,3
LCK,LCK/2025 Season/Rounds 3-5_Week 12_4_1,LCK/2025 Season/Rounds 3-5_Week 12_4,T1,Gen.G,3.0,2-1,31:47,49276,65958,2,19
LCK,LCK/2025 Season/Rounds 3-5_Week 12_4_2,LCK/2025 Season/Rounds 3-5_Week 12_4,Gen.G,T1,3.0,2-1,30:09,64413,48539,23,9
LCK,LCK/2025 Season/Rounds 3-5_Week 12_4_3,LCK/2025 Season/Rounds 3-5_Week 12_4,Gen.G,T1,3.0,2-1,26:54,41926,56389,6,22
LCK,LCK/2025 Season/Rounds 3-5_Week 12_5_1,LCK/2025 Season/Rounds 3-5_Week 12_5,BNK FEARX,Dplus KIA,3.0,2-0,35:20,70478,60796,21,12
LCK,LCK/2025 Season/Rounds 3-5_Week 12_5_2,LCK/2025 Season/Rounds 3-5_Week 12_5,BNK FEARX,Dplus KIA,3.0,2-0,32:30,57981,65363,8,16
LCK,LCK/2025 Season/Rounds 3-5_Week 12_6_1,LCK/2025 Season/Rounds 3-5_Week 12_6,Hanwha Life Esports,KT Rolster,3.0,0-2,38:03,61514,72912,14,22
LCK,LCK/2025 Season/Rounds 3-5_Week 12_6_2,LCK/2025 Season/Rounds 3-5_Week 12_6,Hanwha Life Esports,KT Rolster,3.0,0-2,28:35,47443,62764,11,22
LCK,LCK/2025 Season/Rounds 3-5_Week 12_7_1,LCK/2025 Season/Rounds 3-5_Week 12_7,DRX,OKSavingsBank BRION,3.0,1-2,30:41,61570,48986,13,3
LCK,LCK/2025 Season/Rounds 3-5_Week 12_7_2,LCK/2025 Season/Rounds 3-5_Week 12_7,OKSavingsBank BRION,DRX,3.0,1-2,28:34,57781,42371,20,1
LCK,LCK/2025 Season/Rounds 3-5_Week 12_7_3,LCK/2025 Season/Rounds 3-5_Week 12_7,OKSavingsBank BRION,DRX,3.0,1-2,29:02,48768,54429,12,20
LCK,LCK/2025 Season/Rounds 3-5_Week 12_8_1,LCK/2025 Season/Rounds 3-5_Week 12_8,T1,Nongshim RedForce,3.0,0-2,28:01,45838,60827,5,24
LCK,LCK/2025 Season/Rounds 3-5_Week 12_8_2,LCK/2025 Season/Rounds 3-5_Week 12_8,T1,Nongshim RedForce,3.0,0-2,27:00,48550,56797,7,21
LCK,LCK/2025 Season/Rounds 3-5_Week 12_9_1,LCK/2025 Season/Rounds 3-5_Week 12_9,Gen.G,KT Rolster,3.0,0-2,33:52,56413,69998,8,17
LCK,LCK/2025 Season/Rounds 3-5_Week 12_9_2,LCK/2025 Season/Rounds 3-5_Week 12_9,Gen.G,KT Rolster,3.0,0-2,27:57,40680,56151,5,13
LCK,LCK/2025 Season/Rounds 3-5_Week 13_1_1,LCK/2025 Season/Rounds 3-5_Week 13_1,T1,KT Rolster,3.0,2-0,23:31,48202,39372,23,5
LCK,LCK/2025 Season/Rounds 3-5_Week 13_1_2,LCK/2025 Season/Rounds 3-5_Week 13_1,T1,KT Rolster,3.0,2-0,26:28,45145,57676,10,33
LCK,LCK/2025 Season/Rounds 3-5_Week 13_10_1,LCK/2025 Season/Rounds 3-5_Week 13_10,OKSavingsBank BRION,Dplus KIA,3.0,2-0,36:20,66647,59728,16,7
LCK,LCK/2025 Season/Rounds 3-5_Week 13_10_2,LCK/2025 Season/Rounds 3-5_Week 13_10,OKSavingsBank BRION,Dplus KIA,3.0,2-0,27:51,44989,57441,6,16
LCK,LCK/2025 Season/Rounds 3-5_Week 13_2_1,LCK/2025 Season/Rounds 3-5_Week 13_2,BNK FEARX,DN Freecs,3.0,2-1,35:57,70363,61637,17,11
LCK,LCK/2025 Season/Rounds 3-5_Week 13_2_2,LCK/2025 Season/Rounds 3-5_Week 13_2,DN Freecs,BNK FEARX,3.0,2-1,28:27,58267,47796,24,8
LCK,LCK/2025 Season/Rounds 3-5_Week 13_2_3,LCK/2025 Season/Rounds 3-5_Week 13_2,BNK FEARX,DN Freecs,3.0,2-1,26:45,56023,43623,25,7
LCK,LCK/2025 Season/Rounds 3-5_Week 13_3_1,LCK/2025 Season/Rounds 3-5_Week 13_3,Gen.G,Nongshim RedForce,3.0,2-0,24:32,52466,41975,18,5
LCK,LCK/2025 Season/Rounds 3-5_Week 13_3_2,LCK/2025 Season/Rounds 3-5_Week 13_3,Gen.G,Nongshim RedForce,3.0,2-0,24:22,42114,59077,7,33
LCK,LCK/2025 Season/Rounds 3-5_Week 13_4_1,LCK/2025 Season/Rounds 3-5_Week 13_4,Dplus Kia,DRX,3.0,2-0,41:50,80088,75515,21,15
LCK,LCK/2025 Season/Rounds 3-5_Week 13_4_2,LCK/2025 Season/Rounds 3-5_Week 13_4,Dplus Kia,DRX,3.0,2-0,31:46,53256,60166,15,22
LCK,LCK/2025 Season/Rounds 3-5_Week 13_5_1,LCK/2025 Season/Rounds 3-5_Week 13_5,OKSavingsBank BRION,DN Freecs,3.0,1-2,35:49,74349,57075,21,5
LCK,LCK/2025 Season/Rounds 3-5_Week 13_5_2,LCK/2025 Season/Rounds 3-5_Week 13_5,DN Freecs,OKSavingsBank BRION,3.0,1-2,31:03,65283,54141,21,9
LCK,LCK/2025 Season/Rounds 3-5_Week 13_5_3,LCK/2025 Season/Rounds 3-5_Week 13_5,DN Freecs,OKSavingsBank BRION,3.0,1-2,27:03,41828,53117,1,13
LCK,LCK/2025 Season/Rounds 3-5_Week 13_6_1,LCK/2025 Season/Rounds 3-5_Week 13_6,T1,Hanwha Life Esports,3.0,0-2,34:02,58625,69797,12,18
LCK,LCK/2025 Season/Rounds 3-5_Week 13_6_2,LCK/2025 Season/Rounds 3-5_Week 13_6,T1,Hanwha Life Esports,3.0,0-2,39:57,70893,76553,13,17
LCK,LCK/2025 Season/Rounds 3-5_Week 13_7_1,LCK/2025 Season/Rounds 3-5_Week 13_7,KT Rolster,Nongshim RedForce,3.0,1-2,32:31,54540,66828,3,20
LCK,LCK/2025 Season/Rounds 3-5_Week 13_7_2,LCK/2025 Season/Rounds 3-5_Week 13_7,Nongshim RedForce,KT Rolster,3.0,1-2,28:36,58497,46090,13,9
LCK,LCK/2025 Season/Rounds 3-5_Week 13_7_3,LCK/2025 Season/Rounds 3-5_Week 13_7,KT Rolster,Nongshim RedForce,3.0,1-2,28:26,61149,48000,28,11
LCK,LCK/2025 Season/Rounds 3-5_Week 13_8_1,LCK/2025 Season/Rounds 3-5_Week 13_8,DRX,BNK FEARX,3.0,2-1,31:01,62946,53699,23,10
LCK,LCK/2025 Season/Rounds 3-5_Week 13_8_2,LCK/2025 Season/Rounds 3-5_Week 13_8,BNK FEARX,DRX,3.0,2-1,29:38,63560,48029,30,12
LCK,LCK/2025 Season/Rounds 3-5_Week 13_8_3,LCK/2025 Season/Rounds 3-5_Week 13_8,DRX,BNK FEARX,3.0,2-1,30:00,61966,47438,22,3
LCK,LCK/2025 Season/Rounds 3-5_Week 13_9_1,LCK/2025 Season/Rounds 3-5_Week 13_9,Gen.G,Hanwha Life Esports,3.0,1-2,28:35,48063,59007,6,12
LCK,LCK/2025 Season/Rounds 3-5_Week 13_9_2,LCK/2025 Season/Rounds 3-5_Week 13_9,Hanwha Life Esports,Gen.G,3.0,1-2,30:35,65768,54407,27,9
